Latitude,Longitude
51.2192268371582,4.35979843139648
51.214115142822294,4.39705848693848
51.2309417724609,4.40881395339966
51.2200736999512,4.40966939926147
51.231266021728494,4.40913677215576
51.2325630187988,4.40517139434814
51.2201042175293,4.45304775238037
51.214748382568395,4.41888666152954
51.23539733886721,4.424152851104741
51.1943359375,4.41896104812622
51.194427490234396,4.4188380241394
51.2259330749512,4.40988874435425
51.1944999694824,4.4187111854553205
51.213226318359396,4.41108465194702
51.2066802978516,4.42309379577637
51.1942749023438,4.4187111854553205
51.2196922302246,4.34537696838379
51.1944732666016,4.418835639953611
51.194484710693395,4.41876363754272
51.2184867858887,4.424630165100099
51.194091796875,4.418465614318849
51.2271614074707,4.40753936767578
51.227535247802706,4.42073440551758
51.2156181335449,4.418540954589839
51.2020606994629,4.39864921569824
51.212364196777294,4.34002351760864
51.2301864624024,4.402674198150639
51.205451965332,4.447787761688231
51.194278717040994,4.41904926300049
51.1945266723633,4.41875648498535
51.2112693786621,4.40748691558838
51.1940574645996,4.41844749450684
51.23262023925779,4.42921018600464
51.227333068847706,4.4107947349548295
51.225547790527294,4.40111970901489
51.2320175170899,4.40912818908691
51.2145652770996,4.41877174377441
51.20512390136721,4.39171361923218
51.2192497253418,4.3597707748413095
51.2225112915039,4.41605615615845
51.2301216125488,4.403417587280269
51.229801177978494,4.380517482757569
51.21772766113279,4.427926063537599
51.2118988037109,4.39863014221191
51.1944732666016,4.41871404647827
51.2214279174805,4.4180808067321795
51.217212677002,4.41665363311768
51.2204208374024,4.4155216217041
51.2192153930664,4.44976568222046
51.194488525390604,4.41873979568481
51.210201263427706,4.4019832611084
51.194484710693395,4.41873836517334
51.2112350463867,4.40739679336548
51.1945114135742,4.41877794265747
51.229949951171896,4.409855365753169
51.231472015380895,4.428321838378911
51.1944732666016,4.41870880126953
51.2114410400391,4.4318642616272
51.194450378418,4.41884326934814
51.229034423828104,4.41165828704834
51.1940841674805,4.41843128204346
51.207469940185604,4.3988766670227095
51.2083053588867,4.4390721321106
51.2053565979004,4.391057968139649
51.194309234619105,4.41904211044312
51.21208190917971,4.3981785774231
51.2098197937012,4.388818264007569
51.206016540527294,4.38743543624878
51.194515228271506,4.4187130928039595
51.22663879394529,4.40075874328613
51.216976165771506,4.42041301727295
51.21894836425779,4.40421533584595
51.2108879089355,4.417809009552
51.1944694519043,4.4187388420105
51.194278717040994,4.41874742507935
51.194515228271506,4.41872501373291
51.214324951171896,4.41082239151001
51.1944923400879,4.41873693466187
51.2050666809082,4.39140748977661
51.194305419921896,4.418713569641111
51.2311515808105,4.40771627426147
51.2201957702637,4.453057765960691
51.2055549621582,4.404479026794429
51.2118949890137,4.39839506149292
51.206172943115206,4.38724422454834
51.206092834472706,4.38717365264893
51.226203918457,4.4172062873840305
51.2327194213867,4.41009759902954
51.2175178527832,4.405359268188481
51.2292900085449,4.4125337600708
51.1940498352051,4.418463230133059
51.1943016052246,4.41875267028809
51.231029510498,4.41145181655884
51.2102737426758,4.349401950836181
51.205173492431605,4.39529705047607
51.1944808959961,4.41871786117554
51.220741271972706,4.40311098098755
51.1943244934082,4.419031143188481
51.2153244018555,4.40850305557251
51.233226776123104,4.405230045318599
51.203639984130895,4.408560752868651
51.2300415039063,4.40270042419434
51.2063407897949,4.44721364974976
51.194053649902294,4.41847944259644
51.22724914550779,4.401390075683589
51.1941604614258,4.41862726211548
51.19450378417971,4.41878318786621
51.234134674072294,4.428595066070559
51.23152160644529,4.42765474319458
51.1940689086914,4.418500900268559
51.2019920349121,4.39856767654419
51.194465637207,4.41885805130005
51.231330871582,4.405652046203611
51.228786468505895,4.4117136001586905
51.235389709472706,4.42488718032837
51.1943130493164,4.4190373420715305
51.194053649902294,4.41843128204346
51.2210311889649,4.39695453643799
51.1944732666016,4.41873455047607
51.23307800292971,4.42785501480103
51.2269096374512,4.41166925430298
51.2163772583008,4.41052627563477
51.220951080322294,4.39694881439209
51.212921142578104,4.39230298995972
51.2308349609375,4.40843343734741
51.194484710693395,4.418684005737309
51.204410552978494,4.406665325164799
51.1944770812988,4.41877937316895
51.1919288635254,4.42076253890991
51.1894187927246,4.42286682128906
51.2309913635254,4.41131448745728
51.230918884277294,4.41206312179565
51.2311820983887,4.4357810020446795
51.194091796875,4.41845893859863
51.230342864990206,4.4128475189209
51.19450378417971,4.4187726974487305
51.2037582397461,4.45103073120117
51.2143020629883,4.41870403289795
51.21577453613279,4.40727376937866
51.2346992492676,4.4129128456115705
51.2316970825195,4.409149169921879
51.194496154785206,4.41880750656128
51.230316162109396,4.40545177459717
51.1944160461426,4.418829441070559
51.2346115112305,4.40913963317871
51.2160301208496,4.44653129577637
51.211727142334006,4.42130994796753
51.2273292541504,4.43944215774536
51.229434967040994,4.41153812408447
51.2261543273926,4.40256357192993
51.2250900268555,4.39959239959717
51.206451416015604,4.32729053497314
51.19450378417971,4.41871738433838
51.194042205810604,4.41844177246094
51.2354125976563,4.424201011657719
51.2158432006836,4.41857147216797
51.2060470581055,4.44712686538696
51.1945266723633,4.41872215270996
51.218719482421896,4.40447425842285
51.2092094421387,4.41706800460815
51.194095611572294,4.41844415664673
51.231163024902294,4.41112470626831
51.2195358276367,4.33393812179565
51.2061080932617,4.393395900726319
51.2183303833008,4.36599254608154
51.194053649902294,4.4184889793396
51.2272415161133,4.40300035476685
51.2152900695801,4.418957710266111
51.2124176025391,4.40649700164795
51.205924987793,4.43111515045166
51.23542785644529,4.42683172225952
51.233699798584006,4.4224996566772505
51.1945304870605,4.41867542266846
51.19413757324221,4.418644428253169
51.2060203552246,4.38733816146851
51.235969543457,4.42428970336914
51.231086730957,4.410327434539799
51.2147331237793,4.41887760162354
51.20393371582029,4.38810348510742
51.231266021728494,4.40911722183228
51.2176284790039,4.42127418518066
51.218780517578104,4.4044499397277805
51.230045318603494,4.40266418457031
51.2298812866211,4.4367570877075195
51.194053649902294,4.41844320297241
51.1996040344238,4.411250591278081
51.2273292541504,4.43953275680542
51.207820892334006,4.403388023376469
51.19401550292971,4.4183988571167
51.205509185790994,4.396392822265629
51.234489440918,4.41122579574585
51.2316398620605,4.4091482162475595
51.216037750244105,4.410480976104741
51.1941604614258,4.41862201690674
51.194507598877,4.41871976852417
51.219120025634794,4.40428876876831
51.194087982177706,4.4184465408325195
51.2303123474121,4.40349864959717
51.2190933227539,4.40523624420166
51.232215881347706,4.43092155456543
51.210807800293,4.39890241622925
51.21305847167971,4.429378032684331
51.194309234619105,4.41888236999512
51.2210845947266,4.40669870376587
51.1945381164551,4.41870403289795
51.201995849609396,4.39056158065796
51.231483459472706,4.40919303894043
51.20857238769529,4.402217388153081
51.210575103759794,4.39184665679932
51.2104606628418,4.40636491775513
51.219051361084006,4.40415334701538
51.231895446777294,4.40305995941162
51.2343559265137,4.41108798980713
51.2310447692871,4.40542221069336
51.232749938964794,4.41083574295044
51.212371826171896,4.33998823165894
51.2303466796875,4.407928466796879
51.217350006103494,4.41874837875366
51.1944770812988,4.41872787475586
